_id,userId,problemId,problemTitle,language,code,status,submittedAt,submissionId,__v
6984190a1da9d8ecc90aaaf0,698418191da9d8ecc90aa3c2,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int maxWater=0, N=height.length;\n        int leftMax[]= new int[N],rightMax[]=new int[N];\n        leftMax[0]=height[0];\n        for (int i=1; i<N;i++){\n            leftMax[i]=Math.max(leftMax[i-1],height[i]); \n        }\n        rightMax[N-1]=height[N-1];\n        for(int i=N-2; i>=0;i--){\n            rightMax[i]=Math.max(rightMax[i+1],height[i]);\n        }\n        for(int i=0; i<N; i++){\n            maxWater+=(Math.min(leftMax[i], rightMax[i])-height[i]);\n        }\n        return maxWater;\n    }\n}",submitted,2026-02-05T04:14:02.812Z,230,0
6984190a1da9d8ecc90aaaf4,698418341da9d8ecc90aa467,698234bd2fd0434e56a60ced,Trapping Rain Water,cpp,"// Trapping Rain Water\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    int trap(vector<int>& height) {\n        int left = 0, right = height.size() - 1;\n        int leftMax = 0, rightMax = 0;\n        int water = 0;\n\n        while (left < right) {\n            if (height[left] < height[right]) {\n                if (height[left] >= leftMax) {\n                    leftMax = height[left];\n                } else {\n                    water += (leftMax - height[left]);\n                }\n                left++;\n            } else {\n                if (height[right] >= rightMax) {\n                    rightMax = height[right];\n                } else {\n                    water += (rightMax - height[right]);\n                }\n                right--;\n            }\n        }\n\n        return water;\n    }\n};",submitted,2026-02-05T04:14:02.861Z,231,0
6984190f1da9d8ecc90aab09,698418161da9d8ecc90aa3bc,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int count=0;\n        int n=height.length;\n        int[] left=new int[n];\n        int[] right=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            count+=Math.min(left[i],right[i])-height[i];\n        }\n        \nreturn count;\n    }\n}",submitted,2026-02-05T04:14:07.425Z,232,0
6984190f1da9d8ecc90aab0f,698418311da9d8ecc90aa455,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int N=height.length, maxHeight=0;\n        int leftMax[]=new int[N];\n        int rightMax[]=new int[N];\n        leftMax[0]=height[0];\n        for(int i=1;i<N;i++){\n            leftMax[i]=Math.max(leftMax[i-1],height[i]);\n        }\n        rightMax[N-1]=height[N-1];\n        for(int i=N-2;i>=0;i--){\n            rightMax[i]=Math.max(rightMax[i+1],height[i]);\n        }\n        for(int i=0;i<N;i++){\n            maxHeight+=Math.min(leftMax[i],rightMax[i])-height[i];\n        }\n        return maxHeight;\n    }\n}",submitted,2026-02-05T04:14:07.768Z,233,0
698419131da9d8ecc90aab29,698418301da9d8ecc90aa44a,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int  maxwater=0,n=height.length;\n        int leftmax[]=new int[n],rightmax[]=new int[n];\n        leftmax[0] = height[0];\n        for(int i=1;i<n;i++)\n        {\n            leftmax[i]=Math.max(leftmax[i-1],height[i]);\n        }\n        rightmax[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--)\n        {\n            rightmax[i]=Math.max(rightmax[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++)\n        {\n            maxwater+=Math.min(leftmax[i],rightmax[i])-height[i];\n        }\n        return maxwater;\n    }\n}",submitted,2026-02-05T04:14:11.993Z,234,0
698419141da9d8ecc90aab2f,698418161da9d8ecc90aa3bc,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int count=0;\n        int n=height.length;\n        int[] left=new int[n];\n        int[] right=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            count+=Math.min(left[i],right[i])-height[i];\n        }\n        \nreturn count;\n    }\n}",submitted,2026-02-05T04:14:12.436Z,235,0
698419151da9d8ecc90aab36,698418161da9d8ecc90aa3bc,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int count=0;\n        int n=height.length;\n        int[] left=new int[n];\n        int[] right=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            count+=Math.min(left[i],right[i])-height[i];\n        }\n        \nreturn count;\n    }\n}",submitted,2026-02-05T04:14:13.101Z,236,0
698419151da9d8ecc90aab3d,698418161da9d8ecc90aa3bc,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int count=0;\n        int n=height.length;\n        int[] left=new int[n];\n        int[] right=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            count+=Math.min(left[i],right[i])-height[i];\n        }\n        \nreturn count;\n    }\n}",submitted,2026-02-05T04:14:13.706Z,237,0
698419151da9d8ecc90aab45,698418161da9d8ecc90aa3bc,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int count=0;\n        int n=height.length;\n        int[] left=new int[n];\n        int[] right=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            count+=Math.min(left[i],right[i])-height[i];\n        }\n        \nreturn count;\n    }\n}",submitted,2026-02-05T04:14:13.902Z,238,0
698419161da9d8ecc90aab4f,698418161da9d8ecc90aa3bc,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int count=0;\n        int n=height.length;\n        int[] left=new int[n];\n        int[] right=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            count+=Math.min(left[i],right[i])-height[i];\n        }\n        \nreturn count;\n    }\n}",submitted,2026-02-05T04:14:14.071Z,239,0
698419161da9d8ecc90aab55,698418161da9d8ecc90aa3bc,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int count=0;\n        int n=height.length;\n        int[] left=new int[n];\n        int[] right=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            count+=Math.min(left[i],right[i])-height[i];\n        }\n        \nreturn count;\n    }\n}",submitted,2026-02-05T04:14:14.281Z,240,0
698419171da9d8ecc90aab6d,698418261da9d8ecc90aa403,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int n=height.length;\n        int water = 0;\n        int left[]=new int[n];\n        int right[]=new int[n];\n        left[0] = height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n] = height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            water += Math.min(left[i], right[i]) - height[i];\n        }\n        return water;\n    }\n}",submitted,2026-02-05T04:14:15.850Z,241,0
698419171da9d8ecc90aab73,698418441da9d8ecc90aa4c1,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int ct=0,n=height.length;\n        int left[]=new int[n];\n        int right[]=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(height[i],left[i-1]);\n        }right[n-1]=height[n-1];\n        for(int j=n-2;j>=0;j--){\n            right[j]=Math.max(right[j+1],height[j]);\n        }\n        for(int i=0;i<n;i++){\n            ct+=(Math.min(left[i],right[i])-height[i]);\n        }return ct;\n    }\n}",submitted,2026-02-05T04:14:15.948Z,242,0
6984191c1da9d8ecc90aab9e,6984183f1da9d8ecc90aa499,698234bd2fd0434e56a60d4a,Set Matrix Zeroes,java,class Solution {\n    public void setZeroes(int[][] matrix) {\n        int r = matrix.length;\n        int c = matrix[0].length;\n        boolean[] row = new boolean[r];\n        boolean[] col = new boolean[c];\n        for (int i = 0; i < r; i++) {\n            for (int j = 0; j < c; j++) {\n                if (matrix[i][j] == 0) {\n                    row[i] = true;\n                    col[j] = true;\n                }\n            }\n        }\n        for (int i = 0; i < r; i++) {\n            if (row[i]) {\n                for (int j = 0; j < c; j++) {\n                    matrix[i][j] = 0;\n                }\n            }\n        }\n        for (int j = 0; j < c; j++) {\n            if (col[j]) {\n                for (int i = 0; i < r; i++) {\n                    matrix[i][j] = 0;\n                }\n            }\n        }\n    }\n}\n,submitted,2026-02-05T04:14:20.956Z,243,0
6984191d1da9d8ecc90aaba4,6984181a1da9d8ecc90aa3c6,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int n=height.length;\n        int[] leftmax=new int[n];\n        int[] rightmax=new int[n];\n        leftmax[0]=height[0];\n        int count=0;\n        for(int i=1;i<n;i++){\n            leftmax[i]=Math.max(leftmax[i-1],height[i]);\n        }\n        rightmax[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--){\n            rightmax[i]=Math.max(rightmax[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            count+=Math.min(leftmax[i],rightmax[i])-height[i];\n        }\n        return count;\n    }\n}",submitted,2026-02-05T04:14:21.416Z,244,0
6984191d1da9d8ecc90aabaa,6984184c1da9d8ecc90aa4e6,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int maxWater = 0, n= height.length;\n        int[] leftmax = new int[n];\n        int[] rigmax = new int[n];\n\n        leftmax[0] = height[0];\n        rigmax[n-1] = height[n-1];\n\n        for(int i=1; i<n;i++){\n            leftmax[i] = Math.max(height[i], leftmax[i-1]);\n        }\n        for(int i = n-2;i>=0; i--){\n            rigmax[i] = Math.max(height[i], rigmax[i+1]);\n        }\n\n        for(int i=0; i< n; i++){\n            maxWater += Math.min(leftmax[i], rigmax[i]) - height[i];\n        }\n        return maxWater;\n\n        \n    }\n}",submitted,2026-02-05T04:14:21.723Z,245,0
698419221da9d8ecc90aabc0,6984188a1da9d8ecc90aa554,698234bd2fd0434e56a60d4a,Set Matrix Zeroes,java,class Solution {\n    public void setZeroes(int[][] matrix) {\n        HashSet<Integer> row = new HashSet<>();\n        HashSet<Integer> col = new HashSet<>();\n        for(int i=0;i<matrix.length;i++){\n            for(int j=0;j<matrix[0].length;j++){\n                if(matrix[i][j]==0){\n                    row.add(i);\n                    col.add(j);\n                }\n            }\n        }\n        for(int i=0;i<matrix.length;i++){\n            for(int j=0;j<matrix[0].length;j++){\n                if(row.contains(i)) matrix[i][j] = 0;\n                if(col.contains(j)) matrix[i][j] = 0;\n            }\n        }\n    }\n},submitted,2026-02-05T04:14:26.291Z,246,0
698419221da9d8ecc90aabc8,698418411da9d8ecc90aa4a7,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int max=0;int n=height.length;\n        int left=0;int right=n-1;\n        int leftmax=height[0];int rightmax=height[n-1];\n        while(left<right){ \n            leftmax=Math.max(leftmax,height[left]);\n            rightmax=Math.max(rightmax,height[right]);\n            if(leftmax<rightmax){\n                max+=(leftmax-height[left++]);\n            }\n            else\n                max+=(rightmax-height[right--]);\n             \n        }\n        return max;\n}}",submitted,2026-02-05T04:14:26.899Z,247,0
698419231da9d8ecc90aabd5,6984186e1da9d8ecc90aa531,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int maxwater =0, n = height.length;\n        int l=0, r=n-1, lm = height[0], rm = height[n-1];\n        while(l<r){\n            lm = Math.max(lm, height[l]);\n            rm = Math.max(rm, height[r]);\n            if(lm < rm){\n                maxwater += lm - height[l++];\n            }\n            else{\n                maxwater += rm - height[r--];\n            }\n        }\n        return maxwater;\n    }\n}",submitted,2026-02-05T04:14:27.884Z,248,0
698419251da9d8ecc90aabe1,698418291da9d8ecc90aa421,698234bd2fd0434e56a60d4a,Set Matrix Zeroes,java,class Solution {\n    public void setZeroes(int[][] matrix) {\n        int rowFlag=0;\n        int colFlag=0;\n        for(int i=0;i<matrix.length;i++){\n            if(matrix[i][0]==0){\n                colFlag=1;\n                break;\n            }\n        }\n        for(int i=0;i<matrix[0].length;i++){\n            if(matrix[0][i]==0){\n                rowFlag=1;\n                break;\n            }\n        }\n        for(int i=1;i<matrix.length;i++){\n            for(int j=1;j<matrix[0].length;j++){\n                if(matrix[i][j]==0){\n                    matrix[i][0]=0;\n                    matrix[0][j]=0;\n                }\n            }\n        }\n        for(int i=1;i<matrix.length;i++){\n            for(int j=1;j<matrix[0].length;j++){\n                if(matrix[i][0]==0 || matrix[0][j]==0){\n                    matrix[i][j]=0;\n                }\n            }\n        }\n        if(rowFlag==1){\n            for(int i=0;i<matrix[0].length;i++){\n                matrix[0][i]=0;\n            }\n        }\n        if(colFlag==1){\n            for(int i=0;i<matrix.length;i++){\n                matrix[i][0]=0;\n            }\n        }\n    }\n},submitted,2026-02-05T04:14:29.716Z,249,0
698419271da9d8ecc90aabe7,698418421da9d8ecc90aa4ad,698234bd2fd0434e56a60d4a,Set Matrix Zeroes,java,class Solution {\n    public void setZeroes(int[][] matrix) {\n        boolean zeroinFirstCol = false;\n        for (int row = 0; row < matrix.length; row++) {\n            if (matrix[row][0] == 0) zeroinFirstCol = true;\n            for (int col = 1; col < matrix[0].length; col++) {\n                if (matrix[row][col] == 0) {\n                    matrix[row][0] = 0;\n                    matrix[0][col] = 0;\n                }\n            }\n        }\n\n        for (int row = matrix.length - 1; row >= 0; row--) {\n            for (int col = matrix[0].length - 1; col >= 1; col--) {\n                if (matrix[row][0] == 0 || matrix[0][col] == 0) {\n                    matrix[row][col] = 0;\n                }\n            }\n            if (zeroinFirstCol) {\n                matrix[row][0] = 0;\n            }\n        }\n    }\n},submitted,2026-02-05T04:14:31.199Z,250,0
6984192c1da9d8ecc90aac29,698418431da9d8ecc90aa4b2,698234bd2fd0434e56a60d4a,Set Matrix Zeroes,java,"class Solution {\n    public void setZeroes(int[][] matrix) {\n        int R = matrix.length,C=matrix[0].length;\n        boolean firstR=false,firstC=false;\n        for(int r=0;r<R;++r){\n            for(int c=0;c<C;++c){\n                if(matrix[r][c]==0){\n                    if(r!=0)\n                        matrix[r][0]=0;\n                    else\n                        firstR=true;\n                    if(c!=0)\n                        matrix[0][c]=0;\n                    else\n                        firstC=true;\n                }\n            }\n        }\n        for(int r=1;r<R;++r){\n            for(int c=1;c<C;++c){\n                if(matrix[r][0]==0 ||  matrix[0][c]==0){\n                    matrix[r][c]=0;\n                }\n            }\n        }\n        if(firstC)\n            for(int r=0;r<R;++r)\n                matrix[r][0]=0;\n        if(firstR)\n            for(int c=0;c<C;++c)\n                matrix[0][c]=0;\n    }\n}",submitted,2026-02-05T04:14:36.858Z,251,0
698419331da9d8ecc90aac67,698418371da9d8ecc90aa47c,698234bd2fd0434e56a60d4a,Set Matrix Zeroes,java,class Solution {\n    public void setZeroes(int[][] matrix) {\n        int [][] newmatrix=new int [matrix.length][matrix[0].length];\n        for(int i=0;i<newmatrix.length;i++){\n            for(int j=0;j<newmatrix[0].length;j++){\n                newmatrix[i][j]=matrix[i][j];\n            }\n        }\n        for (int i=0;i<matrix.length;i++){\n            for(int j=0;j<matrix[0].length;j++){\n                if(matrix[i][j]==0 && newmatrix[i][j]==0){\n                    for(int k=0;k<matrix.length;k++){\n                        matrix[k][j]=0;\n                    }\n                    for(int k=0;k<matrix[0].length;k++){\n                        matrix[i][k]=0;\n                    }\n                }\n            }\n        }\n    }\n},submitted,2026-02-05T04:14:43.107Z,252,0
698419331da9d8ecc90aac7b,698418651da9d8ecc90aa520,698234bd2fd0434e56a60ced,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int len=height.length;\n     /*   int[] leftmax=new int[len];\n        int[] rightmax=new int[len];\n        leftmax[0]=height[0];\n        for(int i=1;i<len;i++){\n            leftmax[i]=Math.max(leftmax[i-1],height[i]);\n        }\n        rightmax[len-1]=height[len-1];\n        for(int i=len-2;i>=0;i--){\n            rightmax[i]=Math.max(height[i],rightmax[i+1]);\n        }\n        int water=0;\n        for(int i=0;i<len;i++){\n            water+=Math.max(0,Math.min(leftmax[i],rightmax[i])-height[i]);\n        }\n        return water;\n    }\n}\n*/\nint water=0;\nint left=0;\nint right=len-1;\nint leftmax=height[0],rightmax=height[len-1];\n\nwhile(left<right){\n    leftmax=Math.max(leftmax,height[left]);\n    rightmax=Math.max(rightmax,height[right]);\n    if(leftmax<rightmax){\n        water+=leftmax-height[left++];\n          }\n          else{\n            water+=rightmax-height[right--];\n          }\n    \n}\nreturn water;\n    }\n}\n",submitted,2026-02-05T04:14:43.904Z,253,0
698419341da9d8ecc90aac88,698418221da9d8ecc90aa3f4,698234bd2fd0434e56a60d4a,Set Matrix Zeroes,java,"class Solution {\n    public void setZeroes(int[][] matrix) {\n        int m=matrix.length,n=matrix[0].length;\n\n        boolean row=false,col=false;\n        for(int i=0;i<m;i++) {\n            if(matrix[i][0]==0){\n                row=true;\n                break;\n            }\n        }\n        for(int j=0;j<n;j++){\n            if(matrix[0][j]==0){\n                col=true;\n                break;\n            }\n        }\n\n        for(int i=1;i<m;i++){\n            for(int j=1;j<n;j++){\n                if(matrix[i][j]==0){\n                    matrix[i][0]=0;\n                    matrix[0][j]=0;\n                }\n            }\n        }\n\n        for(int i=1;i<m;i++){\n            for(int j=1;j<n;j++){\n                if(matrix[i][0]==0 || matrix[0][j]==0) matrix[i][j]=0;\n            }\n        }\n\n        if(row){\n            for(int i=0;i<m;i++) {\n                matrix[i][0]=0;\n            }\n        }\n        if(col){\n            for(int i=0;i<n;i++) {\n                matrix[0][i]=0;\n            }\n        }\n        \n\n    }\n}",submitted,2026-02-05T04:14:44.712Z,254,0
698419361da9d8ecc90aac95,698418821da9d8ecc90aa545,698234bd2fd0434e56a60d4a,Set Matrix Zeroes,java,class Solution {\n    public void setZeroes(int[][] matrix) {\n        int row = matrix.length;             \n        int coloumn = matrix[0].length;     \n        Set<Integer> rows = new HashSet<>(); \n        Set<Integer> col = new HashSet<>();  \n        for(int i=0;i<row;i++){          \n            for(int j =0;j<coloumn;j++){ \n                if(matrix[i][j]==0){\n                    rows.add(i);            \n                    col.add(j);\n                }\n            }\n        }\n         for(int i=0;i<row;i++){\n            for(int j =0;j<coloumn;j++){\n                if(rows.contains(i) || col.contains(j)){\n                    matrix[i][j]=0;\n                }\n            }\n         }\n    }\n},submitted,2026-02-05T04:14:46.491Z,255,0
